PlantID	Rank	PlantNum	Treatment	SampleID	Truss	DevStage	FruitAge	HarvestDate	HarvestHour	FruitPosition	FruitDiameter	FruitHeight	FruitFW	DW	AliquotID	PGM	F16BP_Cyt	PyrK	CitS	PPI	AcoS	PFK	FruS	F16BP_Stroma	GluS	ISODH_NAD	EnoS	ISODH_NADP	PEPC	FBPA	SucCoALig	MALDH	AlaS	FumS	AspS	GLUDH_NADP	GAPDH_NAD	GAPDH_NADP	GLUDH_NAD	TPI	PhoS	NI	AciS	G6PDH	UGPS	SucS	MAL_NAD	ShiS	MAL_NADP	PGI_tot	SolStarchS	AGPS	SucPhosphateS	PoolID	glucose	saccharose	fructose	galactose	mannose	rhamnose	acetate	chlorogenate	citrate	fumarate	galacturonate	malate	quinate	alanine	asparagine	aspartate	GABA	glutamine	glutamate	isoleucine	phenylalanine	tryptophane	tyrosine	valine	pyroglutamate	trigonelline	choline	inositol
H5	H	350	Control	119	T7	FF.01	07DPA	40393	0.563194444	4	12.71	11.34	0.95	12.11	405	3840.64	15.02	1032.17	37.88	1967.72	672.92	138.66	612.41	324.47	374.63	425.28	532.08	46.49	641.17	7720.93	1040.18	58834.39	1830.22	1477.37	14350.49	NA	3593.4	1669.44	336.56	166411.89	13782.57	312.72	-170.6957238	252.25	3835.17	462.1	1946.87	599.55	269.38	1154.73	163.12	800.23	31.15	F26	363.3532859	64.43921076	343.535269	0	3.020106728	3.859453065	8.586487359	12.08966742	173.150989	0.104597441	0	153.3621798	5.541181886	2.331346482	1.580593075	7.91460092	5.728346239	16.92936863	12.27227281	0.729658059	1.145102105	0	0.582152138	0.961783096	9.167484433	2.551920881	6.028320577	64.28903678
H8	H	353	Control	127	T5	FF.03	27DPA	40395	0.584027778	2	43.53	38.75	39.05		421	2098.25	13.85	431.06	15.27	841.83	203.7	90.84	106.91	32.66	90.63	137.55	434.23	NA	485	3030.39	287.98	25915.8	1477.44	17.44	1864.01	7.24	1325.01	1941.14	16.15	35935.14	5090.94	146.85	-410.9227328	170.84	3826.91	307.61	787.46	123.34	180.86	689.2	67.9	330.91	NA	F10	623.2729217	27.38271169	790.6343093	0	3.823004386	5.207797501	4.405669886	1.467187664	91.64930459	0.149003226	0	110.3635194	0.306383904	2.571257504	5.960526325	8.555065002	13.72831789	22.13374036	17.65976404	3.390411615	4.751712323	0	1.794455731	2.053532256	9.744631295	0.915323865	6.089752857	68.29279054
H8	H	353	Control	145	T6	FF.03	29DPA	40402	0.502777778	4	48.12	42.16	53.55		455	2129.2	13.33	237.44	14.83	905.78	278.15	76.24	122.84	156.84	344.99	105.62	342.6	66.49	490.67	2832.86	162.26	14634.16	1035.48	167.73	2513.59	4.44	1429	608.79	43.93	59601.78	4740.1	283	839.2924672	157.18	3026.23	NA	1311.27	123.99	182.29	407.59	81.55	427.93	85.69	F12	679.2961808	23.94077746	857.8519232	0	3.645448929	5.52039645	3.965055733	2.234282815	82.36008129	0.116644201	0	118.0449476	0.295954031	2.369901817	5.502481475	7.897541834	14.33592804	19.71414195	17.61907008	3.886615261	5.086771423	0	1.674187351	2.700266655	8.433579008	0.821337814	5.624447256	68.88257243
H9	H	354	Control	35	T6	FF.01	08DPA	40381	0.509722222	5	11.28	11.23	0.79	11.64	117	7509.32	1.71	1593.34	8.34	2597.87	1035.6	260.67	1019.02	663.14	986.63	632.42	579.25	NA	908.46	9869.54	900.06	60749.32	1881.28	1487.75	15329.12	15.19	6542.81	915.38	197.58	217742.57	17321.14	112.83	-380.0105914	484.56	3711.23	123.82	1437.78	515.17	304.85	1406.16	201.19	912.22	74.45	F3	356.3376494	48.89175215	353.455502	0	3.398829036	4.358612588	10.29736909	10.61329572	165.9397571	0.077002326	0	160.8130367	6.411252706	1.856994734	2.095499119	8.577165553	5.679145014	21.25365174	12.27494087	0.996220253	1.444819763	0	0.747292888	0.868436404	10.79105233	2.620888455	8.459529166	66.73744152
H10	H	355	Control	131	T5	FF.03	27DPA	40395	0.584027778	2	39.16	35.54	29.76	6.55	429	1979.68	11.88	185.03	20.62	659.54	55.54	72.21	98.01	97.99	60.46	78.76	455.81	54.34	332.4	2814.15	196.13	16565.08	265.77	324.53	2305.2	1.46	1110.05	125.61	18.14	63874.92	3326.04	107.82	352.5639304	123.71	3246.1	592.07	969.88	104.25	161.9	1184.62	65.48	460.03	67.37	F10	623.2729217	27.38271169	790.6343093	0	3.823004386	5.207797501	4.405669886	1.467187664	91.64930459	0.149003226	0	110.3635194	0.306383904	2.571257504	5.960526325	8.555065002	13.72831789	22.13374036	17.65976404	3.390411615	4.751712323	0	1.794455731	2.053532256	9.744631295	0.915323865	6.089752857	68.29279054
H11	H	356	Control	113	T5	FF.03	22DPA	40393	0.522916667	7	40.51	32.82	30.27	8.5	393	3826.41	18.98	466.4	103.64	1485.31	212.96	140.72	304.75	184.27	181.77	169.72	426.75	NA	808.73	4620.1	342.41	28134.57	1828.91	NA	4753.26	1.72	994.15	769.7	55.33	91588.21	9157.79	20.11	-1180.97935	152.95	3079.64	502.82	1758.82	94.81	159.04	252.66	77.34	452.59	108.12	F8	651.3324239	32.78343676	798.6149063	0	3.379543288	4.461028255	4.367166457	ND	85.47568681	0.110196862	0	124.7858892	0.422999589	2.493387661	4.590044062	6.895693168	12.4334471	17.7300445	16.27546562	3.493802309	5.410326375	0	1.784152015	4.201914379	8.096746836	1.134638747	5.764232189	70.93060028
H11	H	356	Control	365	T6	FR.02	47DPA	40423	0.5	6	46.68	38.69	49.25		1043	NA	10.92	304.68	6.12	576.56	145.05	73.97	73.88	44.38	26.46	222.35	NA	46.9	434.9	1184.62	85.38	18335.08	1370.46	NA	2731.5	6.65	1991.65	1488.75	24.54	46454.49	4093.38	88.17	635.9575251	109.01	3233.62	NA	535.3	67.44	219.78	384.85	77.01	80.18	64.33	F19	756.6885092	33.90751466	975.4853658	1.544911295	4.150709062	4.022759956	4.296018517	2.428278729	182.7779271	0.07999949	0.29896523	193.713945	0.432150123	2.426692928	13.60083089	17.19275102	15.98424864	55.47062322	45.47881778	2.750446732	5.153495724	0.345287314	1.624778374	1.372135227	24.04641947	1.078428179	5.93609848	65.89871112
H11	H	356	Control	379	T6	FR.04	55DPA	40423	0.5	3	51.45	44.94	69.04		1071	657.47	11.53	299.03	123.22	370.42	84.22	50.93	55.35	35.06	133.03	257.97	88.1	35.22	75.9	1423.17	319.4	5239.41	829.48	NA	NA	NA	1086.05	753.73	31.43	16339.95	2810.07	205.61	1094.042565	109.36	2429.99	296.41	458.63	84.64	40.04	219.78	29.97	124.09	89.3	F24	889.732794	37.9595702	1144.084393	3.498960704	3.826955258	5.329293098	3.566716959	1.280993398	184.3918135	0.051455071	1.58571759	126.2269261	0.469668165	2.986731089	13.48684471	28.17326261	19.31993943	108.0741533	81.18660003	2.304920099	5.81440514	0.591670719	1.384654709	0.94363509	22.58439436	0.870103999	7.329628111	62.37274309
H13	H	358	Control	147	T6	FF.03	29DPA	40402	0.5125	2	48.95	45.43	55.79	5.76	459	2037.87	23.68	313.87	25.38	784.44	125.45	79.53	66.7	NA	68.84	80.51	379.2	16.8	397.33	2752.42	239.16	18136	671.09	31.95	1747.27	3	1262.54	378.69	16.42	63725.33	2645.31	52.89	135.7000934	132.06	3528.65	385.37	1517.42	86.06	242.26	1078.59	58.91	381.22	72.93	F12	679.2961808	23.94077746	857.8519232	0	3.645448929	5.52039645	3.965055733	2.234282815	82.36008129	0.116644201	0	118.0449476	0.295954031	2.369901817	5.502481475	7.897541834	14.33592804	19.71414195	17.61907008	3.886615261	5.086771423	0	1.674187351	2.700266655	8.433579008	0.821337814	5.624447256	68.88257243
H13	H	358	Control	359	T6	FR.03	50DPA	40423	0.527777778	4	57.94	50.58	104.0		1031	683.37	7.91	258.27	8.5	390.29	90.82	49.44	49.93	43.46	14.01	270.82	223.67	53.63	254.05	2525.49	339.27	9175.33	1547.97	95.8	2966.86	10.33	1468.47	99.14	5.85	27346.19	6514.44	215.48	706.3440619	150.9	3347.53	276.34	35.36	78.27	NA	404.95	NA	NA	274.42	F21	979.8423898	30.79502674	1201.570856	3.235510032	4.133588199	4.839717181	3.424977968	1.659698292	183.2812832	0.075977528	1.725665267	154.9322965	0.405435015	1.902347243	12.89791993	23.81313135	18.37039082	86.89120085	65.99994529	2.077574695	5.149445391	0.450474869	1.174314829	0.83412716	19.51801084	0.991558073	7.784188623	60.31265342
H16	H	361	Control	5	T5	FF.01	08DPA	40379	0.51875	5	12.82	12.58	1.06	12.53	9	5230	25.21	1271.13	110.25	2575.94	865.05	177.67	792.12	459.77	510.8	421.23	504.23	231.52	813.03	6517.95	913.78	55344.25	1991.5	1145.07	13559.78	0.06	6551.9	1837.97	242.74	213460.71	16853.51	344.14	294.8744933	334.36	3833.26	637.27	1979.98	602.1	360.71	1512.78	180.33	1076.36	95.34	F2	393.1298303	88.51731216	372.905171	0	2.711633128	4.522253582	7.251076921	10.54005559	149.6852429	0.068760847	0	102.2417317	5.961039666	3.225702319	1.251349042	6.952283877	7.937211947	19.54153375	14.36557549	1.075779827	1.622779384	0	0.651509028	0.800818296	8.882796385	2.139935797	8.515758076	66.24953713
H16	H	361	Control	138	T7	FF.02	15DPA	40400	0.5	4	26.69	22.72	9.04	10.09	441	2869.19	22.96	702.99	19.24	1458.06	435.54	129.44	427.61	200.16	394.7	176.69	490.03	151.1	562.87	4787.43	406.34	51049.36	NA	664.32	10381.06	7.29	543.77	900.25	37.57	136375.83	12150.06	123.44	508.2543075	366.89	3485.62	989.43	959.26	413.7	133.95	1308.91	185.82	965.62	14.89	F6	619.3250882	45.83076382	651.0915378	0	3.606358391	5.526360527	3.843914663	5.08350871	97.710292	0.082118218	0	106.4198333	3.420916331	3.415889747	1.301733073	4.234554583	6.567868814	13.37323565	10.93796564	1.987782252	2.481236394	0	0.575316322	1.366926164	10.06913544	1.091487976	4.429034119	49.48119674
H16	H	361	Control	423	T7	FR.03	50DPA	40435	0.527777778	3	54.05	48.85	87.53	7.98	1158	622.88	8.8	123.63	NA	320.27	71.84	42.65	69.77	46.78	61.93	290.22	231.6	NA	112.77	1006.97	171.79	4019.28	229.69	NA	NA	1.18	1023.39	1512	12.89	27494.86	2600.31	191.61	2769.862203	104.86	2749.67	85.29	238.33	84.79	40.9	567.58	18.43	71.75	114.53	F22	1050.48663	35.66103031	1243.74997	3.503144469	3.736351211	6.01077229	2.985759544	0.895778188	151.4529423	0.056111948	2.198430907	97.65013903	0.546633464	1.857230001	8.790389526	22.50651192	17.42263413	78.0621366	61.65328927	1.774446006	4.574447802	0.315786974	0.868854518	0.924211597	15.3034645	0.77852183	6.474513639	54.12284979
H17	H	362	Control	3	T5	FF.01	08DPA	40379	0.507638889	4			0.99		5	5336.12	14.58	1399.41	65.84	2642.21	980.02	184.31	743.8	445.98	518.01	555.54	588.57	167.86	997.01	9773.78	1135.97	61823.11	1374.75	1621.82	14214.48	NA	7292.45	1676.83	305.09	216514.56	15014.48	130.21	-281.4426371	437.34	3289.56	224.71	2215.41	620.54	338.16	1448.19	131.03	751.19	37.17	F2	393.1298303	88.51731216	372.905171	0	2.711633128	4.522253582	7.251076921	10.54005559	149.6852429	0.068760847	0	102.2417317	5.961039666	3.225702319	1.251349042	6.952283877	7.937211947	19.54153375	14.36557549	1.075779827	1.622779384	0	0.651509028	0.800818296	8.882796385	2.139935797	8.515758076	66.24953713
H17	H	362	Control	31	T6	FF.01	08DPA	40381	0.490277778	3			0.71		109	5416.24	35.57	1833.13	168.54	2779.48	869.08	197.73	971.88	494.3	614.79	660.68	645.49	221.32	686.05	6430.27	1023.08	63874.66	1777.71	815.36	11454.96	9.55	6206.49	1676.84	296.02	156613.1	15656.24	263.04	1636.335134	518.45	3965.26	231.36	2605.58	944.64	419.27	2324.52	96.57	1372.63	90.77	F3	356.3376494	48.89175215	353.455502	0	3.398829036	4.358612588	10.29736909	10.61329572	165.9397571	0.077002326	0	160.8130367	6.411252706	1.856994734	2.095499119	8.577165553	5.679145014	21.25365174	12.27494087	0.996220253	1.444819763	0	0.747292888	0.868436404	10.79105233	2.620888455	8.459529166	66.73744152
H22	H	367	Control	35	T6	FF.01	08DPA	40381	0.509722222	4	12.51	12.19	0.98	11.64	117	7509.32	1.71	1593.34	8.34	2597.87	1035.6	260.67	1019.02	663.14	986.63	632.42	579.25	NA	908.46	9869.54	900.06	60749.32	1881.28	1487.75	15329.12	15.19	6542.81	915.38	197.58	217742.57	17321.14	112.83	-380.0105914	484.56	3711.23	123.82	1437.78	515.17	304.85	1406.16	201.19	912.22	74.45	F3	356.3376494	48.89175215	353.455502	0	3.398829036	4.358612588	10.29736909	10.61329572	165.9397571	0.077002326	0	160.8130367	6.411252706	1.856994734	2.095499119	8.577165553	5.679145014	21.25365174	12.27494087	0.996220253	1.444819763	0	0.747292888	0.868436404	10.79105233	2.620888455	8.459529166	66.73744152
H22	H	367	Control	181	T7	FF.03	28DPA	40417	0.513888889	4	46.27	38.04	42.43		527	1446.93	10.1	404.03	NA	690.03	207.48	91.02	107.99	55.88	40.71	129.46	182.24	NA	1121.09	3986.4	678.39	41331.78	1531.4	294.95	1405.66	9.87	4520.33	900.18	109.21	84529.9	9654.81	59.53	-29.58399627	102.61	3202.65	716.33	1089.97	76.22	204.57	566.64	45.41	574.84	78.56	F11	966.8603372	27.47090189	1062.996002	0	3.082722874	3.970797908	3.133043755	2.299082633	81.58367548	0.136675557	0	129.2654911	0.311976377	2.514189645	4.863598402	7.26164233	16.87481642	14.81527639	19.84878172	2.947775254	4.487938575	0	1.356135081	1.750273166	6.327787483	1.165472047	5.191114377	67.86023794
H22	H	367	Control	417	T7	FR.02	47DPA	40435	0.5	2	64.3	52.4	124.84	4.9	1147	1358.9	7.96	138.75	25.48	244.13	133.91	40.92	55.94	53.58	46.61	172.24	159.95	NA	332.75	1653.99	182.7	17234.25	1294.76	199.93	2783.68	8.92	390.14	140.75	35.62	32136.51	4721.46	30.67	1940.365331	151.34	3405.78	424.26	1137.29	146.15	216.21	594.24	51.09	414.37	29.1	F20	965.3261679	31.79354234	1155.474234	3.128774247	4.116564583	4.32039138	3.189275442	1.889941003	164.5021004	0.103386845	0.289777856	163.8819021	0.467825563	1.698720361	11.92433532	17.97510252	17.3759889	55.09049203	44.64526963	2.144356138	4.251887801	0.279463729	1.018151689	1.104921329	18.88835918	1.038534369	6.601750777	58.98161904
H23	H	368	Control	101	T5	FF.02	15DPA	40386	0.486111111	6	26.35	25.32	9.1	8.47	369	3798.59	15.14	703.9	82.78	1473.25	286.02	120.11	438.09	260.44	240.08	204.19	500.82	88.22	763	6389.43	822.53	51906.56	1700.94	525.41	9728.33	3.45	4383.25	1760.12	NA	132287.13	14200.65	254.11	246.9861461	293.1	4097.72	896.36	NA	330.82	257.03	536.79	182.26	758.86	176.12	F4	555.1791836	41.06615447	659.640831	0	3.523232624	4.34025402	4.538896467	3.50545496	116.9573764	0.090766244	0	132.140879	2.731428894	3.531495482	3.527112334	7.031842816	8.415345411	14.10119354	12.39333305	2.405075955	3.899162861	0	0.914673355	1.570193432	9.806009471	1.144781434	5.45117721	56.26115201
H23	H	368	Control	103	T6	FF.02	15DPA	40388	0.492361111	5	30.78	29.12	15.15		373	4220.68	31.7	592.57	14.81	1654.27	602.62	150.23	480.9	283.92	354.94	256.53	766.52	NA	695.6	3036.02	471.24	39054.04	54.13	333.99	5839.9	0.07	3253.47	1131.54	42.42	109173.22	8492.42	106.28	2456.874591	205.78	3998.8	291.68	402.9	172.11	255.03	1565.17	143.64	912.17	12.53	F5	628.0378114	38.84344563	701.485209	0	3.461636773	4.414118963	4.242518597	3.718286154	100.6135683	0.075242087	0	112.9858212	2.470822803	1.718674489	1.411148897	4.197448193	6.677641309	11.78334744	12.76067686	2.197085628	2.616571738	0	0.627726827	1.387242069	7.365586845	0.906160107	5.078653068	53.90573113
H23	H	368	Control	164	T5	FR.01	42DPA	40410	0.5	3	50.96	49.56	68.29		493	1597.7	5.16	237.69	34.63	578.74	84.92	66.91	82.22	72.58	47.22	133.34	161.85	NA	418.36	2015.58	281.61	15482.61	1116.57	186.23	1411.45	5.8	1246.22	356.67	20.66	35256.63	3647.71	224.85	-742.1088258	81.69	2465.4	82.43	15.15	36.84	122.35	309.77	NA	184.62	NA	F17	723.1068785	27.73666946	970.4150597	0	3.654343367	5.728018045	4.849332284	1.99337061	131.8046431	0.119820786	0	165.5478536	0.212240985	2.662655889	11.54329529	14.36960392	19.03930683	38.1485863	21.37250541	4.099573518	6.574502311	0.291991692	2.646476483	2.315179846	30.31021155	1.202273885	6.81203826	81.70391383
H23	H	368	Control	355	T5	FR.04	55DPA	40423	0.520833333	5	51.77	44.43	73.38		1023	635.13	9.08	300.12	NA	338.39	100.22	64.27	39.13	33.65	9.9	227.51	117.39	80.27	125.32	1518.21	145.18	7966.17	897.46	NA	NA	2.42	761.63	625.82	67.78	17631.32	5598.08	35.12	625.0095855	93.21	2485.45	379.72	182.92	66.71	20.5	245.79	63.01	212.1	127.77	F23	801.7624659	27.50853514	1103.460076	4.104895086	3.988415249	6.108213941	3.688219949	0.932324609	178.0210612	0.085297783	2.175341435	129.6060145	0.37353848	2.329489076	13.88117049	29.2467653	17.83951068	114.4036222	78.5800054	1.936887845	5.829685507	0.583694715	1.351374766	0.865623726	21.56744534	0.938771535	7.583733349	70.65887085
H23	H	368	Control	367	T6	FR.02	47DPA	40423	0.5	7	52.78	46.19	75.09		1047	792.75	11.77	247.22	40.65	364.72	165.21	80.27	36.39	44.61	34.01	141.1	203.63	38.62	393.83	2487.14	107.64	8026.18	740.63	74.32	2663.53	NA	1776.52	150.51	47.12	43517.5	4582.95	52.95	-651.580858	124.44	3269.99	350.12	2378.16	77.85	NA	838.65	78.88	327.04	NA	F19	756.6885092	33.90751466	975.4853658	1.544911295	4.150709062	4.022759956	4.296018517	2.428278729	182.7779271	0.07999949	0.29896523	193.713945	0.432150123	2.426692928	13.60083089	17.19275102	15.98424864	55.47062322	45.47881778	2.750446732	5.153495724	0.345287314	1.624778374	1.372135227	24.04641947	1.078428179	5.93609848	65.89871112
H23	H	368	Control	415	T7	FR.02	47DPA	40435	0.5	5	58.8	50.2	94.22		1143	934.62	9.97	273.41	NA	451.39	85.22	64.1	80.58	40.19	5.66	293.97	NA	NA	103.24	1092.22	55.46	4791.53	1259.1	301.45	NA	7.59	3567.69	1528.75	146.42	NA	1123.63	70.41	495.1337967	91.72	3197.78	98.42	105.85	82.05	124.31	518.01	7.85	269.54	NA	F20	965.3261679	31.79354234	1155.474234	3.128774247	4.116564583	4.32039138	3.189275442	1.889941003	164.5021004	0.103386845	0.289777856	163.8819021	0.467825563	1.698720361	11.92433532	17.97510252	17.3759889	55.09049203	44.64526963	2.144356138	4.251887801	0.279463729	1.018151689	1.104921329	18.88835918	1.038534369	6.601750777	58.98161904
H24	H	369	Control	5	T5	FF.01	08DPA	40379	0.51875	4	12.02	10.72	0.73	12.53	9	5230	25.21	1271.13	110.25	2575.94	865.05	177.67	792.12	459.77	510.8	421.23	504.23	231.52	813.03	6517.95	913.78	55344.25	1991.5	1145.07	13559.78	0.06	6551.9	1837.97	242.74	213460.71	16853.51	344.14	294.8744933	334.36	3833.26	637.27	1979.98	602.1	360.71	1512.78	180.33	1076.36	95.34	F2	393.1298303	88.51731216	372.905171	0	2.711633128	4.522253582	7.251076921	10.54005559	149.6852429	0.068760847	0	102.2417317	5.961039666	3.225702319	1.251349042	6.952283877	7.937211947	19.54153375	14.36557549	1.075779827	1.622779384	0	0.651509028	0.800818296	8.882796385	2.139935797	8.515758076	66.24953713
H24	H	369	Control	393	T7	FF.04	40DPA	40428	0.697916667	3	52.31	45.25	66.8	8.39	1099	1291.77	11.54	169.69	29.01	453.22	224.53	32.43	71.35	96.61	31.19	101.21	248.34	23.82	423.8	3275.63	178.02	13722.97	1268.63	145.97	2199.52	1.92	1924.25	64.3	52.95	51880.38	4767.4	43.7	2492.980303	139.41	3134.34	921.25	1419.28	23.16	159.17	503.57	49.79	453.3	37.55	F16	867.3460373	23.90167699	1001.43311	0	4.071764786	5.946608403	3.680658635	2.6234223	102.0399554	0.147702752	0	170.4764025	0.379174762	1.981447932	5.801458538	8.960128204	15.38889054	23.1499282	19.97270419	3.58076427	4.772810669	0.284334088	1.508732027	2.313254909	21.36758088	1.131297397	5.056617546	74.58677626
H25	H	370	Control	33	T6	FF.01	08DPA	40381	0.499305556	4			0.86		113	3997.96	0.7	3053.11	44.2	2330.09	719.39	250.87	1223.19	360.15	526.31	437.56	548.96	194.09	845.34	8482.54	950.91	61404.6	1500.9	884.32	19862.17	14.65	6771.66	2403.67	202.48	299123.79	27041.35	328.31	371.0715009	293.1	3757.38	235.09	2166.97	703.01	278.6	1276.34	84.62	898.21	NA	F3	356.3376494	48.89175215	353.455502	0	3.398829036	4.358612588	10.29736909	10.61329572	165.9397571	0.077002326	0	160.8130367	6.411252706	1.856994734	2.095499119	8.577165553	5.679145014	21.25365174	12.27494087	0.996220253	1.444819763	0	0.747292888	0.868436404	10.79105233	2.620888455	8.459529166	66.73744152
H25	H	370	Control	109	T5	FF.03	22DPA	40393	0.494444444	6	38.96	34.69	28.3		385	1767.14	11.97	351.52	43.95	881.43	174.81	85.89	91.79	127.57	82.19	135.55	408.3	83.79	444.24	1553.83	227.16	22754.93	814.38	12.87	3255	NA	1907.55	578.81	49.74	82441.9	5119.17	96.17	866.7998389	87.99	3315.25	241.12	956.24	159.12	373.08	416.89	84.47	645.69	43.77	F8	651.3324239	32.78343676	798.6149063	0	3.379543288	4.461028255	4.367166457	ND	85.47568681	0.110196862	0	124.7858892	0.422999589	2.493387661	4.590044062	6.895693168	12.4334471	17.7300445	16.27546562	3.493802309	5.410326375	0	1.784152015	4.201914379	8.096746836	1.134638747	5.764232189	70.93060028
H25	H	370	Control	369	T6	FR.02	47DPA	40423	0.5	5	51.67	45.71	68.82	6.36	1051	1676.43	11.47	187.12	19.03	619.01	148	77.58	76.36	85.09	40.72	217.05	230.25	52.77	215.85	1868.45	120.23	6781.37	1412.47	278.62	508.62	3.12	1175.8	197.09	2.96	16179.52	1404.81	83.58	398.0594672	136.14	3061.91	543.81	843.33	28.86	146.92	624.9	64.27	407.43	NA	F19	756.6885092	33.90751466	975.4853658	1.544911295	4.150709062	4.022759956	4.296018517	2.428278729	182.7779271	0.07999949	0.29896523	193.713945	0.432150123	2.426692928	13.60083089	17.19275102	15.98424864	55.47062322	45.47881778	2.750446732	5.153495724	0.345287314	1.624778374	1.372135227	24.04641947	1.078428179	5.93609848	65.89871112
H25	H	370	Control	389	T7	FF.04	40DPA	40428	0.697916667	3	55.3	46.41	70.61		1091	1623.18	19.43	144.99	51.15	793.74	212.62	88.16	102.36	112.16	67.67	115.47	313.07	101.66	311.62	2520.22	189.17	12513.2	743.92	144.21	1828.45	3.75	1904.23	508.35	30.94	36005.16	3834.84	45.66	348.4279094	68.56	3172.37	308.93	2394.62	51.89	269.37	364.79	67.41	291.58	55.07	F16	867.3460373	23.90167699	1001.43311	0	4.071764786	5.946608403	3.680658635	2.6234223	102.0399554	0.147702752	0	170.4764025	0.379174762	1.981447932	5.801458538	8.960128204	15.38889054	23.1499282	19.97270419	3.58076427	4.772810669	0.284334088	1.508732027	2.313254909	21.36758088	1.131297397	5.056617546	74.58677626
H26	H	371	Control	192	T6	FR.01	42DPA	40421	0.497222222	4	49.87	49.01	66.06	4.91	549	1891.02	3.07	239.64	38.98	573.15	289.92	115.36	102.04	138.46	157.38	102.17	186.32	12.72	389	3481.01	251.02	16934.89	NA	461.6	1553.35	NA	1547.98	NA	53.2	50514.97	4476.97	143.8	-1557.893864	148.32	3276.87	NA	980.32	68.45	184.51	1121.06	79.84	464.86	NA	F18	961.5393478	23.54937901	1125.360688	0	3.335292105	6.120363916	3.480347929	1.987140802	113.2407421	0.152122646	0	185.3999393	0.327296302	1.813569732	7.544114394	10.94566121	17.58659283	27.06867262	19.76037659	2.875824685	5.086931207	0.277713713	1.809602393	1.625782363	22.39265181	1.1507762	5.555817121	69.06696972
H26	H	371	Control	419	T7	FR.03	50DPA	40435	0.527777778	3	56.81	51.81	103.45		1151	563.66	13.85	245.98	64.19	341.19	87.64	44.91	45.5	49.19	28.09	266.62	98.81	50.75	161.8	2168.51	198.81	6762.8	139.17	105.85	2816.54	NA	2349.04	621.7	40.88	17145.35	3659.06	25.22	1544.198509	144.9	3269.86	301.57	545.84	125.04	NA	227.86	30.78	152.35	300.53	F22	1050.48663	35.66103031	1243.74997	3.503144469	3.736351211	6.01077229	2.985759544	0.895778188	151.4529423	0.056111948	2.198430907	97.65013903	0.546633464	1.857230001	8.790389526	22.50651192	17.42263413	78.0621366	61.65328927	1.774446006	4.574447802	0.315786974	0.868854518	0.924211597	15.3034645	0.77852183	6.474513639	54.12284979
H27	H	372	Control	5	T5	FF.01	08DPA	40379	0.731944444	5	13.88	12.66	1.21	12.53	9	5230	25.21	1271.13	110.25	2575.94	865.05	177.67	792.12	459.77	510.8	421.23	504.23	231.52	813.03	6517.95	913.78	55344.25	1991.5	1145.07	13559.78	0.06	6551.9	1837.97	242.74	213460.71	16853.51	344.14	294.8744933	334.36	3833.26	637.27	1979.98	602.1	360.71	1512.78	180.33	1076.36	95.34	F2	393.1298303	88.51731216	372.905171	0	2.711633128	4.522253582	7.251076921	10.54005559	149.6852429	0.068760847	0	102.2417317	5.961039666	3.225702319	1.251349042	6.952283877	7.937211947	19.54153375	14.36557549	1.075779827	1.622779384	0	0.651509028	0.800818296	8.882796385	2.139935797	8.515758076	66.24953713
H27	H	372	Control	357	T5	FR.04	55DPA	40423	0.520833333	5	61.64	50.54	113.41	5.01	1027	499.8	2.62	297.95	NA	214.36	80.5	40.58	32.96	11.32	12.42	172.22	155.38	33	65.31	2575.77	195.25	7617.45	2852.11	31.62	NA	7.41	3594.98	842.18	NA	29651.27	3891.68	176.55	2681.497885	NA	2436.86	67.49	378.2	88.12	65.2	549.97	43.13	76.65	185.97	F23	801.7624659	27.50853514	1103.460076	4.104895086	3.988415249	6.108213941	3.688219949	0.932324609	178.0210612	0.085297783	2.175341435	129.6060145	0.37353848	2.329489076	13.88117049	29.2467653	17.83951068	114.4036222	78.5800054	1.936887845	5.829685507	0.583694715	1.351374766	0.865623726	21.56744534	0.938771535	7.583733349	70.65887085
H27	H	372	Control	381	T6	FR.04	55DPA	40423	0.5	4	62.92	51.59	108.02	5.75	1075	593.91	9.6	276.78	63.81	343.89	90.13	48.77	39.32	41.07	16.34	285.66	158.09	15.67	132.58	2162.84	291.91	6124.89	812.43	91.86	2371.26	3.09	1329.35	4275.44	NA	21982.94	3217.73	22.07	2405.952314	108.9	2981.05	240.8	218.29	71.98	14.41	315.28	NA	213.78	227.35	F24	889.732794	37.9595702	1144.084393	3.498960704	3.826955258	5.329293098	3.566716959	1.280993398	184.3918135	0.051455071	1.58571759	126.2269261	0.469668165	2.986731089	13.48684471	28.17326261	19.31993943	108.0741533	81.18660003	2.304920099	5.81440514	0.591670719	1.384654709	0.94363509	22.58439436	0.870103999	7.329628111	62.37274309
